SPN,Description,Category,Unit,Min,Max,Priority,OEM,Notes
327,Standard J1939 Parameter 327,Engine,,,,3,Standard,SAE J1939 SPN 327
328,Standard J1939 Parameter 328,Fuel,,,,3,Standard,SAE J1939 SPN 328
329,Standard J1939 Parameter 329,Transmission,,,,3,Standard,SAE J1939 SPN 329
330,Standard J1939 Parameter 330,Engine,,,,3,Standard,SAE J1939 SPN 330
331,Standard J1939 Parameter 331,Fuel,,,,3,Standard,SAE J1939 SPN 331
332,Standard J1939 Parameter 332,Transmission,,,,3,Standard,SAE J1939 SPN 332
333,Standard J1939 Parameter 333,Engine,,,,3,Standard,SAE J1939 SPN 333
334,Standard J1939 Parameter 334,Fuel,,,,3,Standard,SAE J1939 SPN 334
335,Standard J1939 Parameter 335,Transmission,,,,3,Standard,SAE J1939 SPN 335
336,Standard J1939 Parameter 336,Engine,,,,3,Standard,SAE J1939 SPN 336
337,Standard J1939 Parameter 337,Fuel,,,,3,Standard,SAE J1939 SPN 337
338,Standard J1939 Parameter 338,Transmission,,,,3,Standard,SAE J1939 SPN 338
339,Standard J1939 Parameter 339,Engine,,,,3,Standard,SAE J1939 SPN 339
340,Standard J1939 Parameter 340,Fuel,,,,3,Standard,SAE J1939 SPN 340
341,Standard J1939 Parameter 341,Transmission,,,,3,Standard,SAE J1939 SPN 341
342,Standard J1939 Parameter 342,Engine,,,,3,Standard,SAE J1939 SPN 342
343,Standard J1939 Parameter 343,Fuel,,,,3,Standard,SAE J1939 SPN 343
344,Standard J1939 Parameter 344,Transmission,,,,3,Standard,SAE J1939 SPN 344
345,Standard J1939 Parameter 345,Engine,,,,3,Standard,SAE J1939 SPN 345
346,Standard J1939 Parameter 346,Fuel,,,,3,Standard,SAE J1939 SPN 346
347,Standard J1939 Parameter 347,Transmission,,,,3,Standard,SAE J1939 SPN 347
348,Standard J1939 Parameter 348,Engine,,,,3,Standard,SAE J1939 SPN 348
349,Standard J1939 Parameter 349,Fuel,,,,3,Standard,SAE J1939 SPN 349
350,Standard J1939 Parameter 350,Transmission,,,,3,Standard,SAE J1939 SPN 350
351,Standard J1939 Parameter 351,Engine,,,,3,Standard,SAE J1939 SPN 351
352,Standard J1939 Parameter 352,Fuel,,,,3,Standard,SAE J1939 SPN 352
353,Standard J1939 Parameter 353,Transmission,,,,3,Standard,SAE J1939 SPN 353
354,Standard J1939 Parameter 354,Engine,,,,3,Standard,SAE J1939 SPN 354
355,Standard J1939 Parameter 355,Fuel,,,,3,Standard,SAE J1939 SPN 355
356,Standard J1939 Parameter 356,Transmission,,,,3,Standard,SAE J1939 SPN 356
357,Standard J1939 Parameter 357,Engine,,,,3,Standard,SAE J1939 SPN 357
358,Standard J1939 Parameter 358,Fuel,,,,3,Standard,SAE J1939 SPN 358
359,Standard J1939 Parameter 359,Transmission,,,,3,Standard,SAE J1939 SPN 359
360,Standard J1939 Parameter 360,Engine,,,,3,Standard,SAE J1939 SPN 360
361,Standard J1939 Parameter 361,Fuel,,,,3,Standard,SAE J1939 SPN 361
362,Standard J1939 Parameter 362,Transmission,,,,3,Standard,SAE J1939 SPN 362
363,Standard J1939 Parameter 363,Engine,,,,3,Standard,SAE J1939 SPN 363
364,Standard J1939 Parameter 364,Fuel,,,,3,Standard,SAE J1939 SPN 364
365,Standard J1939 Parameter 365,Transmission,,,,3,Standard,SAE J1939 SPN 365
366,Standard J1939 Parameter 366,Engine,,,,3,Standard,SAE J1939 SPN 366
367,Standard J1939 Parameter 367,Fuel,,,,3,Standard,SAE J1939 SPN 367
368,Standard J1939 Parameter 368,Transmission,,,,3,Standard,SAE J1939 SPN 368
369,Standard J1939 Parameter 369,Engine,,,,3,Standard,SAE J1939 SPN 369
370,Standard J1939 Parameter 370,Fuel,,,,3,Standard,SAE J1939 SPN 370
371,Standard J1939 Parameter 371,Transmission,,,,3,Standard,SAE J1939 SPN 371
372,Standard J1939 Parameter 372,Engine,,,,3,Standard,SAE J1939 SPN 372
373,Standard J1939 Parameter 373,Fuel,,,,3,Standard,SAE J1939 SPN 373
374,Standard J1939 Parameter 374,Transmission,,,,3,Standard,SAE J1939 SPN 374
375,Standard J1939 Parameter 375,Engine,,,,3,Standard,SAE J1939 SPN 375
376,Standard J1939 Parameter 376,Fuel,,,,3,Standard,SAE J1939 SPN 376
377,Standard J1939 Parameter 377,Transmission,,,,3,Standard,SAE J1939 SPN 377
378,Standard J1939 Parameter 378,Engine,,,,3,Standard,SAE J1939 SPN 378
379,Standard J1939 Parameter 379,Fuel,,,,3,Standard,SAE J1939 SPN 379
380,Standard J1939 Parameter 380,Transmission,,,,3,Standard,SAE J1939 SPN 380
381,Standard J1939 Parameter 381,Engine,,,,3,Standard,SAE J1939 SPN 381
382,Standard J1939 Parameter 382,Fuel,,,,3,Standard,SAE J1939 SPN 382
383,Standard J1939 Parameter 383,Transmission,,,,3,Standard,SAE J1939 SPN 383
384,Standard J1939 Parameter 384,Engine,,,,3,Standard,SAE J1939 SPN 384
385,Standard J1939 Parameter 385,Fuel,,,,3,Standard,SAE J1939 SPN 385
386,Standard J1939 Parameter 386,Transmission,,,,3,Standard,SAE J1939 SPN 386
387,Standard J1939 Parameter 387,Engine,,,,3,Standard,SAE J1939 SPN 387
388,Standard J1939 Parameter 388,Fuel,,,,3,Standard,SAE J1939 SPN 388
389,Standard J1939 Parameter 389,Transmission,,,,3,Standard,SAE J1939 SPN 389
390,Standard J1939 Parameter 390,Engine,,,,3,Standard,SAE J1939 SPN 390
391,Standard J1939 Parameter 391,Fuel,,,,3,Standard,SAE J1939 SPN 391
392,Standard J1939 Parameter 392,Transmission,,,,3,Standard,SAE J1939 SPN 392
393,Standard J1939 Parameter 393,Engine,,,,3,Standard,SAE J1939 SPN 393
394,Standard J1939 Parameter 394,Fuel,,,,3,Standard,SAE J1939 SPN 394
395,Standard J1939 Parameter 395,Transmission,,,,3,Standard,SAE J1939 SPN 395
396,Standard J1939 Parameter 396,Engine,,,,3,Standard,SAE J1939 SPN 396
397,Standard J1939 Parameter 397,Fuel,,,,3,Standard,SAE J1939 SPN 397
398,Standard J1939 Parameter 398,Transmission,,,,3,Standard,SAE J1939 SPN 398
399,Standard J1939 Parameter 399,Engine,,,,3,Standard,SAE J1939 SPN 399
400,Standard J1939 Parameter 400,Fuel,,,,3,Standard,SAE J1939 SPN 400
401,Standard J1939 Parameter 401,Transmission,,,,3,Standard,SAE J1939 SPN 401
402,Standard J1939 Parameter 402,Engine,,,,3,Standard,SAE J1939 SPN 402
403,Standard J1939 Parameter 403,Fuel,,,,3,Standard,SAE J1939 SPN 403
404,Standard J1939 Parameter 404,Transmission,,,,3,Standard,SAE J1939 SPN 404
405,Standard J1939 Parameter 405,Engine,,,,3,Standard,SAE J1939 SPN 405
406,Standard J1939 Parameter 406,Fuel,,,,3,Standard,SAE J1939 SPN 406
407,Standard J1939 Parameter 407,Transmission,,,,3,Standard,SAE J1939 SPN 407
408,Standard J1939 Parameter 408,Engine,,,,3,Standard,SAE J1939 SPN 408
409,Standard J1939 Parameter 409,Fuel,,,,3,Standard,SAE J1939 SPN 409
410,Standard J1939 Parameter 410,Transmission,,,,3,Standard,SAE J1939 SPN 410
411,Standard J1939 Parameter 411,Engine,,,,3,Standard,SAE J1939 SPN 411
412,Standard J1939 Parameter 412,Fuel,,,,3,Standard,SAE J1939 SPN 412
413,Standard J1939 Parameter 413,Transmission,,,,3,Standard,SAE J1939 SPN 413
414,Standard J1939 Parameter 414,Engine,,,,3,Standard,SAE J1939 SPN 414
415,Standard J1939 Parameter 415,Fuel,,,,3,Standard,SAE J1939 SPN 415
416,Standard J1939 Parameter 416,Transmission,,,,3,Standard,SAE J1939 SPN 416
417,Standard J1939 Parameter 417,Engine,,,,3,Standard,SAE J1939 SPN 417
418,Standard J1939 Parameter 418,Fuel,,,,3,Standard,SAE J1939 SPN 418
419,Standard J1939 Parameter 419,Transmission,,,,3,Standard,SAE J1939 SPN 419
420,Standard J1939 Parameter 420,Engine,,,,3,Standard,SAE J1939 SPN 420
421,Standard J1939 Parameter 421,Fuel,,,,3,Standard,SAE J1939 SPN 421
422,Standard J1939 Parameter 422,Transmission,,,,3,Standard,SAE J1939 SPN 422
423,Standard J1939 Parameter 423,Engine,,,,3,Standard,SAE J1939 SPN 423
424,Standard J1939 Parameter 424,Fuel,,,,3,Standard,SAE J1939 SPN 424
425,Standard J1939 Parameter 425,Transmission,,,,3,Standard,SAE J1939 SPN 425
426,Standard J1939 Parameter 426,Engine,,,,3,Standard,SAE J1939 SPN 426
427,Standard J1939 Parameter 427,Fuel,,,,3,Standard,SAE J1939 SPN 427
428,Standard J1939 Parameter 428,Transmission,,,,3,Standard,SAE J1939 SPN 428
429,Standard J1939 Parameter 429,Engine,,,,3,Standard,SAE J1939 SPN 429
430,Standard J1939 Parameter 430,Fuel,,,,3,Standard,SAE J1939 SPN 430
431,Standard J1939 Parameter 431,Transmission,,,,3,Standard,SAE J1939 SPN 431
432,Standard J1939 Parameter 432,Engine,,,,3,Standard,SAE J1939 SPN 432
433,Standard J1939 Parameter 433,Fuel,,,,3,Standard,SAE J1939 SPN 433
434,Standard J1939 Parameter 434,Transmission,,,,3,Standard,SAE J1939 SPN 434
435,Standard J1939 Parameter 435,Engine,,,,3,Standard,SAE J1939 SPN 435
436,Standard J1939 Parameter 436,Fuel,,,,3,Standard,SAE J1939 SPN 436
437,Standard J1939 Parameter 437,Transmission,,,,3,Standard,SAE J1939 SPN 437
438,Standard J1939 Parameter 438,Engine,,,,3,Standard,SAE J1939 SPN 438
439,Standard J1939 Parameter 439,Fuel,,,,3,Standard,SAE J1939 SPN 439
440,Standard J1939 Parameter 440,Transmission,,,,3,Standard,SAE J1939 SPN 440
441,Standard J1939 Parameter 441,Engine,,,,3,Standard,SAE J1939 SPN 441
442,Standard J1939 Parameter 442,Fuel,,,,3,Standard,SAE J1939 SPN 442
443,Standard J1939 Parameter 443,Transmission,,,,3,Standard,SAE J1939 SPN 443
444,Standard J1939 Parameter 444,Engine,,,,3,Standard,SAE J1939 SPN 444
445,Standard J1939 Parameter 445,Fuel,,,,3,Standard,SAE J1939 SPN 445
446,Standard J1939 Parameter 446,Transmission,,,,3,Standard,SAE J1939 SPN 446
447,Standard J1939 Parameter 447,Engine,,,,3,Standard,SAE J1939 SPN 447
448,Standard J1939 Parameter 448,Fuel,,,,3,Standard,SAE J1939 SPN 448
449,Standard J1939 Parameter 449,Transmission,,,,3,Standard,SAE J1939 SPN 449
450,Standard J1939 Parameter 450,Engine,,,,3,Standard,SAE J1939 SPN 450
451,Standard J1939 Parameter 451,Fuel,,,,3,Standard,SAE J1939 SPN 451
452,Standard J1939 Parameter 452,Transmission,,,,3,Standard,SAE J1939 SPN 452
453,Standard J1939 Parameter 453,Engine,,,,3,Standard,SAE J1939 SPN 453
454,Standard J1939 Parameter 454,Fuel,,,,3,Standard,SAE J1939 SPN 454
455,Standard J1939 Parameter 455,Transmission,,,,3,Standard,SAE J1939 SPN 455
456,Standard J1939 Parameter 456,Engine,,,,3,Standard,SAE J1939 SPN 456
457,Standard J1939 Parameter 457,Fuel,,,,3,Standard,SAE J1939 SPN 457
458,Standard J1939 Parameter 458,Transmission,,,,3,Standard,SAE J1939 SPN 458
459,Standard J1939 Parameter 459,Engine,,,,3,Standard,SAE J1939 SPN 459
460,Standard J1939 Parameter 460,Fuel,,,,3,Standard,SAE J1939 SPN 460
461,Standard J1939 Parameter 461,Transmission,,,,3,Standard,SAE J1939 SPN 461
462,Standard J1939 Parameter 462,Engine,,,,3,Standard,SAE J1939 SPN 462
463,Standard J1939 Parameter 463,Fuel,,,,3,Standard,SAE J1939 SPN 463
464,Standard J1939 Parameter 464,Transmission,,,,3,Standard,SAE J1939 SPN 464
465,Standard J1939 Parameter 465,Engine,,,,3,Standard,SAE J1939 SPN 465
466,Standard J1939 Parameter 466,Fuel,,,,3,Standard,SAE J1939 SPN 466
467,Standard J1939 Parameter 467,Transmission,,,,3,Standard,SAE J1939 SPN 467
468,Standard J1939 Parameter 468,Engine,,,,3,Standard,SAE J1939 SPN 468
469,Standard J1939 Parameter 469,Fuel,,,,3,Standard,SAE J1939 SPN 469
470,Standard J1939 Parameter 470,Transmission,,,,3,Standard,SAE J1939 SPN 470
471,Standard J1939 Parameter 471,Engine,,,,3,Standard,SAE J1939 SPN 471
472,Standard J1939 Parameter 472,Fuel,,,,3,Standard,SAE J1939 SPN 472
473,Standard J1939 Parameter 473,Transmission,,,,3,Standard,SAE J1939 SPN 473
474,Standard J1939 Parameter 474,Engine,,,,3,Standard,SAE J1939 SPN 474
475,Standard J1939 Parameter 475,Fuel,,,,3,Standard,SAE J1939 SPN 475
476,Standard J1939 Parameter 476,Transmission,,,,3,Standard,SAE J1939 SPN 476
477,Standard J1939 Parameter 477,Engine,,,,3,Standard,SAE J1939 SPN 477
478,Standard J1939 Parameter 478,Fuel,,,,3,Standard,SAE J1939 SPN 478
479,Standard J1939 Parameter 479,Transmission,,,,3,Standard,SAE J1939 SPN 479
480,Standard J1939 Parameter 480,Engine,,,,3,Standard,SAE J1939 SPN 480
481,Standard J1939 Parameter 481,Fuel,,,,3,Standard,SAE J1939 SPN 481
482,Standard J1939 Parameter 482,Transmission,,,,3,Standard,SAE J1939 SPN 482
483,Standard J1939 Parameter 483,Engine,,,,3,Standard,SAE J1939 SPN 483
484,Standard J1939 Parameter 484,Fuel,,,,3,Standard,SAE J1939 SPN 484
485,Standard J1939 Parameter 485,Transmission,,,,3,Standard,SAE J1939 SPN 485
486,Standard J1939 Parameter 486,Engine,,,,3,Standard,SAE J1939 SPN 486
487,Standard J1939 Parameter 487,Fuel,,,,3,Standard,SAE J1939 SPN 487
488,Standard J1939 Parameter 488,Transmission,,,,3,Standard,SAE J1939 SPN 488
489,Standard J1939 Parameter 489,Engine,,,,3,Standard,SAE J1939 SPN 489
490,Standard J1939 Parameter 490,Fuel,,,,3,Standard,SAE J1939 SPN 490
491,Standard J1939 Parameter 491,Transmission,,,,3,Standard,SAE J1939 SPN 491
492,Standard J1939 Parameter 492,Engine,,,,3,Standard,SAE J1939 SPN 492
493,Standard J1939 Parameter 493,Fuel,,,,3,Standard,SAE J1939 SPN 493
494,Standard J1939 Parameter 494,Transmission,,,,3,Standard,SAE J1939 SPN 494
495,Standard J1939 Parameter 495,Engine,,,,3,Standard,SAE J1939 SPN 495
496,Standard J1939 Parameter 496,Fuel,,,,3,Standard,SAE J1939 SPN 496
497,Standard J1939 Parameter 497,Transmission,,,,3,Standard,SAE J1939 SPN 497
498,Standard J1939 Parameter 498,Engine,,,,3,Standard,SAE J1939 SPN 498
499,Standard J1939 Parameter 499,Fuel,,,,3,Standard,SAE J1939 SPN 499
500,Standard J1939 Parameter 500,Engine,,,,3,Standard,SAE J1939 SPN 500
501,Standard J1939 Parameter 501,Emissions,,,,3,Standard,SAE J1939 SPN 501
502,Standard J1939 Parameter 502,Brakes,,,,3,Standard,SAE J1939 SPN 502
503,Standard J1939 Parameter 503,Engine,,,,3,Standard,SAE J1939 SPN 503
504,Standard J1939 Parameter 504,Emissions,,,,3,Standard,SAE J1939 SPN 504
505,Standard J1939 Parameter 505,Brakes,,,,3,Standard,SAE J1939 SPN 505
506,Standard J1939 Parameter 506,Engine,,,,3,Standard,SAE J1939 SPN 506
507,Standard J1939 Parameter 507,Emissions,,,,3,Standard,SAE J1939 SPN 507
508,Standard J1939 Parameter 508,Brakes,,,,3,Standard,SAE J1939 SPN 508
509,Standard J1939 Parameter 509,Engine,,,,3,Standard,SAE J1939 SPN 509
510,Standard J1939 Parameter 510,Emissions,,,,3,Standard,SAE J1939 SPN 510
511,Standard J1939 Parameter 511,Brakes,,,,3,Standard,SAE J1939 SPN 511
512,Driver Demand Engine Percent Torque,Engine,%,-125,125,2,Standard,Driver torque request
513,Actual Engine Percent Torque,Engine,%,-125,125,1,Standard,Current engine torque
514,Standard J1939 Parameter 514,Brakes,,,,3,Standard,SAE J1939 SPN 514
515,Standard J1939 Parameter 515,Engine,,,,3,Standard,SAE J1939 SPN 515
516,Standard J1939 Parameter 516,Emissions,,,,3,Standard,SAE J1939 SPN 516
517,Standard J1939 Parameter 517,Brakes,,,,3,Standard,SAE J1939 SPN 517
518,Standard J1939 Parameter 518,Engine,,,,3,Standard,SAE J1939 SPN 518
519,Standard J1939 Parameter 519,Emissions,,,,3,Standard,SAE J1939 SPN 519
520,Standard J1939 Parameter 520,Brakes,,,,3,Standard,SAE J1939 SPN 520
521,Standard J1939 Parameter 521,Engine,,,,3,Standard,SAE J1939 SPN 521
522,Standard J1939 Parameter 522,Emissions,,,,3,Standard,SAE J1939 SPN 522
523,Standard J1939 Parameter 523,Brakes,,,,3,Standard,SAE J1939 SPN 523
524,Standard J1939 Parameter 524,Engine,,,,3,Standard,SAE J1939 SPN 524
525,Standard J1939 Parameter 525,Emissions,,,,3,Standard,SAE J1939 SPN 525
526,Standard J1939 Parameter 526,Brakes,,,,3,Standard,SAE J1939 SPN 526
527,Standard J1939 Parameter 527,Engine,,,,3,Standard,SAE J1939 SPN 527
528,Standard J1939 Parameter 528,Emissions,,,,3,Standard,SAE J1939 SPN 528
529,Standard J1939 Parameter 529,Brakes,,,,3,Standard,SAE J1939 SPN 529
530,Standard J1939 Parameter 530,Engine,,,,3,Standard,SAE J1939 SPN 530
531,Standard J1939 Parameter 531,Emissions,,,,3,Standard,SAE J1939 SPN 531
532,Standard J1939 Parameter 532,Brakes,,,,3,Standard,SAE J1939 SPN 532
533,Standard J1939 Parameter 533,Engine,,,,3,Standard,SAE J1939 SPN 533
534,Standard J1939 Parameter 534,Emissions,,,,3,Standard,SAE J1939 SPN 534
535,Standard J1939 Parameter 535,Brakes,,,,3,Standard,SAE J1939 SPN 535
536,Standard J1939 Parameter 536,Engine,,,,3,Standard,SAE J1939 SPN 536
537,Standard J1939 Parameter 537,Emissions,,,,3,Standard,SAE J1939 SPN 537
538,Standard J1939 Parameter 538,Brakes,,,,3,Standard,SAE J1939 SPN 538
539,Standard J1939 Parameter 539,Engine,,,,3,Standard,SAE J1939 SPN 539
540,Standard J1939 Parameter 540,Emissions,,,,3,Standard,SAE J1939 SPN 540
541,Standard J1939 Parameter 541,Brakes,,,,3,Standard,SAE J1939 SPN 541
542,Standard J1939 Parameter 542,Engine,,,,3,Standard,SAE J1939 SPN 542
543,Standard J1939 Parameter 543,Emissions,,,,3,Standard,SAE J1939 SPN 543
544,Standard J1939 Parameter 544,Brakes,,,,3,Standard,SAE J1939 SPN 544
545,Standard J1939 Parameter 545,Engine,,,,3,Standard,SAE J1939 SPN 545
546,Standard J1939 Parameter 546,Emissions,,,,3,Standard,SAE J1939 SPN 546
547,Standard J1939 Parameter 547,Brakes,,,,3,Standard,SAE J1939 SPN 547
548,Standard J1939 Parameter 548,Engine,,,,3,Standard,SAE J1939 SPN 548
549,Standard J1939 Parameter 549,Emissions,,,,3,Standard,SAE J1939 SPN 549
550,Standard J1939 Parameter 550,Brakes,,,,3,Standard,SAE J1939 SPN 550
551,Standard J1939 Parameter 551,Engine,,,,3,Standard,SAE J1939 SPN 551
552,Standard J1939 Parameter 552,Emissions,,,,3,Standard,SAE J1939 SPN 552
553,Standard J1939 Parameter 553,Brakes,,,,3,Standard,SAE J1939 SPN 553
554,Standard J1939 Parameter 554,Engine,,,,3,Standard,SAE J1939 SPN 554
555,Standard J1939 Parameter 555,Emissions,,,,3,Standard,SAE J1939 SPN 555
556,Standard J1939 Parameter 556,Brakes,,,,3,Standard,SAE J1939 SPN 556
557,Standard J1939 Parameter 557,Engine,,,,3,Standard,SAE J1939 SPN 557
558,Accelerator Pedal Position 1,Engine,%,0,100,2,Standard,APP sensor 1
559,Accelerator Pedal Position 2,Engine,%,0,100,3,Standard,APP sensor 2
560,Standard J1939 Parameter 560,Engine,,,,3,Standard,SAE J1939 SPN 560
561,Standard J1939 Parameter 561,Emissions,,,,3,Standard,SAE J1939 SPN 561
562,Standard J1939 Parameter 562,Brakes,,,,3,Standard,SAE J1939 SPN 562
563,Standard J1939 Parameter 563,Engine,,,,3,Standard,SAE J1939 SPN 563
564,Standard J1939 Parameter 564,Emissions,,,,3,Standard,SAE J1939 SPN 564
565,Standard J1939 Parameter 565,Brakes,,,,3,Standard,SAE J1939 SPN 565
566,Standard J1939 Parameter 566,Engine,,,,3,Standard,SAE J1939 SPN 566
567,Standard J1939 Parameter 567,Emissions,,,,3,Standard,SAE J1939 SPN 567
568,Standard J1939 Parameter 568,Brakes,,,,3,Standard,SAE J1939 SPN 568
569,Standard J1939 Parameter 569,Engine,,,,3,Standard,SAE J1939 SPN 569
570,Standard J1939 Parameter 570,Emissions,,,,3,Standard,SAE J1939 SPN 570
571,Standard J1939 Parameter 571,Brakes,,,,3,Standard,SAE J1939 SPN 571
572,Standard J1939 Parameter 572,Engine,,,,3,Standard,SAE J1939 SPN 572
573,Standard J1939 Parameter 573,Emissions,,,,3,Standard,SAE J1939 SPN 573
574,Standard J1939 Parameter 574,Brakes,,,,3,Standard,SAE J1939 SPN 574
575,Standard J1939 Parameter 575,Engine,,,,3,Standard,SAE J1939 SPN 575
576,Standard J1939 Parameter 576,Emissions,,,,3,Standard,SAE J1939 SPN 576
577,Standard J1939 Parameter 577,Brakes,,,,3,Standard,SAE J1939 SPN 577
578,Standard J1939 Parameter 578,Engine,,,,3,Standard,SAE J1939 SPN 578
579,Standard J1939 Parameter 579,Emissions,,,,3,Standard,SAE J1939 SPN 579
580,Standard J1939 Parameter 580,Brakes,,,,3,Standard,SAE J1939 SPN 580
581,Standard J1939 Parameter 581,Engine,,,,3,Standard,SAE J1939 SPN 581
582,Standard J1939 Parameter 582,Emissions,,,,3,Standard,SAE J1939 SPN 582
583,Standard J1939 Parameter 583,Brakes,,,,3,Standard,SAE J1939 SPN 583
584,Standard J1939 Parameter 584,Engine,,,,3,Standard,SAE J1939 SPN 584
585,Standard J1939 Parameter 585,Emissions,,,,3,Standard,SAE J1939 SPN 585
586,Standard J1939 Parameter 586,Brakes,,,,3,Standard,SAE J1939 SPN 586
587,Standard J1939 Parameter 587,Engine,,,,3,Standard,SAE J1939 SPN 587
588,Standard J1939 Parameter 588,Emissions,,,,3,Standard,SAE J1939 SPN 588
589,Standard J1939 Parameter 589,Brakes,,,,3,Standard,SAE J1939 SPN 589
590,Standard J1939 Parameter 590,Engine,,,,3,Standard,SAE J1939 SPN 590
591,Standard J1939 Parameter 591,Emissions,,,,3,Standard,SAE J1939 SPN 591
592,Standard J1939 Parameter 592,Brakes,,,,3,Standard,SAE J1939 SPN 592
593,Standard J1939 Parameter 593,Engine,,,,3,Standard,SAE J1939 SPN 593
594,Standard J1939 Parameter 594,Emissions,,,,3,Standard,SAE J1939 SPN 594
595,Standard J1939 Parameter 595,Brakes,,,,3,Standard,SAE J1939 SPN 595
596,Standard J1939 Parameter 596,Engine,,,,3,Standard,SAE J1939 SPN 596
597,Standard J1939 Parameter 597,Emissions,,,,3,Standard,SAE J1939 SPN 597
598,Brake Primary Pressure,Brakes,kPa,0,1600,1,Standard,Primary brake circuit
599,Brake Secondary Pressure,Brakes,kPa,0,1600,2,Standard,Secondary brake circuit
600,Standard J1939 Parameter 600,Emissions,,,,3,Standard,SAE J1939 SPN 600
601,Standard J1939 Parameter 601,Brakes,,,,3,Standard,SAE J1939 SPN 601
602,Standard J1939 Parameter 602,Engine,,,,3,Standard,SAE J1939 SPN 602
603,Standard J1939 Parameter 603,Emissions,,,,3,Standard,SAE J1939 SPN 603
604,Standard J1939 Parameter 604,Brakes,,,,3,Standard,SAE J1939 SPN 604
605,Standard J1939 Parameter 605,Engine,,,,3,Standard,SAE J1939 SPN 605
606,Standard J1939 Parameter 606,Emissions,,,,3,Standard,SAE J1939 SPN 606
